frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
250,36409.0,8,255,172,,,,,,,8,199,324,,,,,,,8,46,267,,,,,,,,,,,,,,,
251,36491.5,8,260,155,,,,,,,9,215,311,,,,,,,9,59,263,,,,,,,,,,,,,,,
252,36700.7,8,270,113,,,,,,,8,252,275,,,,,,,8,91,253,,,,,,,,,,,,,,,
253,36826.8,8,275,87,,,,,,,8,274,250,,,,,,,8,111,244,,,,,,,,,,,,,,,
254,36907.5,8,278,70,,,,,,,9,287,233,,,,,,,8,124,238,,,,,,,,,,,,,,,
255,37032.6,8,281,45,,,,,,,8,306,205,,,,,,,8,145,227,,,,,,,,,,,,,,,
256,37079.4,8,282,40,,,,,,,9,309,201,,,,,,,9,149,224,,,,,,,,,,,,,,,
257,37199.6,8,294,47,,,,,,,9,309,210,,,,,,,9,147,222,,,,,,,,,,,,,,,
258,37240.3,8,297,49,,,,,,,9,309,213,,,,,,,8,147,221,,,,,,,,,,,,,,,
259,37408.7,8,311,58,,,,,,,9,308,221,,,,,,,9,145,214,,,,,,,,,,,,,,,
260,37576.2,8,323,65,,,,,,,9,305,227,,,,,,,9,144,205,,,,,,,,,,,,,,,
261,37659.3,8,329,68,,,,,,,8,303,229,,,,,,,9,143,201,,,,,,,,,,,,,,,
262,37823.8,8,331,69,,,,,,,9,305,231,,,,,,,8,146,202,,,,,,,,,,,,,,,
263,37947.5,8,330,68,,,,,,,9,309,230,,,,,,,9,148,205,,,,,,,,,,,,,,,
264,38031.6,8,329,67,,,,,,,9,310,229,,,,,,,9,150,207,,,,,,,,,,,,,,,
265,38160.1,8,328,64,,,,,,,9,313,226,,,,,,,9,151,208,,,,,,,,,,,,,,,
266,38199.8,8,327,62,,,,,,,9,313,225,,,,,,,9,152,207,,,,,,,,,,,,,,,
267,38239.9,8,326,61,,,,,,,9,313,223,,,,,,,9,152,208,,,,,,,,,,,,,,,
268,38283.9,8,325,59,,,,,,,9,314,222,,,,,,,9,152,208,,,,,,,,,,,,,,,
269,38323.6,8,324,58,,,,,,,9,314,220,,,,,,,9,153,207,,,,,,,,,,,,,,,
270,38492.2,8,321,49,,,,,,,9,316,212,,,,,,,8,154,205,,,,,,,,,,,,,,,
271,38532.7,8,319,47,,,,,,,9,316,210,,,,,,,9,154,203,,,,,,,,,,,,,,,
272,38659.7,8,316,39,,,,,,,9,317,202,,,,,,,9,154,200,,,,,,,,,,,,,,,
273,38703.5,8,316,37,,,,,,,9,316,200,,,,,,,9,154,198,,,,,,,,,,,,,,,
274,38949.0,8,311,39,,,,,,,9,315,203,,,,,,,8,153,204,,,,,,,,,,,,,,,
275,39116.6,8,306,39,,,,,,,9,313,202,,,,,,,8,151,205,,,,,,,,,,,,,,,
276,39408.4,8,301,38,,,,,,,9,305,201,,,,,,,8,142,202,,,,,,,,,,,,,,,
277,39448.9,8,300,38,,,,,,,9,303,201,,,,,,,9,141,201,,,,,,,,,,,,,,,
278,39575.8,8,299,37,,,,,,,9,299,200,,,,,,,8,137,198,,,,,,,,,,,,,,,
279,39655.6,8,295,37,,,,,,,9,298,200,,,,,,,9,136,199,,,,,,,,,,,,,,,
280,39699.6,8,294,37,,,,,,,9,298,200,,,,,,,9,135,200,,,,,,,,,,,,,,,
281,39739.6,8,293,37,,,,,,,9,296,200,,,,,,,9,135,200,,,,,,,,,,,,,,,
282,39908.4,8,288,37,,,,,,,9,292,200,,,,,,,9,130,202,,,,,,,,,,,,,,,
283,40116.6,8,282,37,,,,,,,9,286,200,,,,,,,9,124,201,,,,,,,,,,,,,,,
284,40284.3,8,278,36,,,,,,,9,279,200,,,,,,,8,116,198,,,,,,,,,,,,,,,
285,40869.2,8,256,38,,,,,,,9,255,200,,,,,,,8,93,197,,,,,,,,,,,,,,,
286,40947.5,8,252,38,,,,,,,9,251,201,,,,,,,8,90,198,,,,,,,,,,,,,,,
287,41116.4,8,244,38,,,,,,,9,245,201,,,,,,,9,82,199,,,,,,,,,,,,,,,
288,41364.7,8,233,37,,,,,,,9,234,200,,,,,,,9,72,199,,,,,,,,,,,,,,,
289,41616.4,8,223,36,,,,,,,9,224,199,,,,,,,8,62,197,,,,,,,,,,,,,,,
290,41656.4,8,222,37,,,,,,,9,223,200,,,,,,,9,61,198,,,,,,,,,,,,,,,
291,41739.5,8,220,37,,,,,,,9,220,200,,,,,,,8,58,198,,,,,,,,,,,,,,,
292,41823.4,8,216,37,,,,,,,9,217,200,,,,,,,8,55,198,,,,,,,,,,,,,,,
293,41907.4,8,213,36,,,,,,,9,215,199,,,,,,,9,52,198,,,,,,,,,,,,,,,
294,41991.5,8,211,37,,,,,,,9,212,199,,,,,,,9,50,198,,,,,,,,,,,,,,,
295,42115.3,8,207,37,,,,,,,9,208,199,,,,,,,8,46,198,,,,,,,,,,,,,,,
296,42155.7,8,205,36,,,,,,,9,207,199,,,,,,,9,45,198,,,,,,,,,,,,,,,
297,42199.6,8,204,36,,,,,,,9,206,199,,,,,,,9,44,199,,,,,,,,,,,,,,,
298,42323.9,8,202,36,,,,,,,9,203,199,,,,,,,9,40,198,,,,,,,,,,,,,,,
299,42616.5,8,196,37,,,,,,,9,196,199,,,,,,,9,34,197,,,,,,,,,,,,,,,
300,42699.5,8,194,37,,,,,,,9,195,199,,,,,,,8,33,199,,,,,,,,,,,,,,,
301,42824.5,8,192,36,,,,,,,9,193,199,,,,,,,9,32,199,,,,,,,,,,,,,,,
302,43032.5,8,192,37,,,,,,,9,193,198,,,,,,,8,31,198,,,,,,,,,,,,,,,
303,43240.5,8,192,36,,,,,,,9,193,198,,,,,,,9,31,198,,,,,,,,,,,,,,,
304,43281.4,8,192,36,,,,,,,9,194,198,,,,,,,9,32,199,,,,,,,,,,,,,,,
305,43488.8,8,193,36,,,,,,,9,196,199,,,,,,,9,33,199,,,,,,,,,,,,,,,
306,43656.6,8,194,37,,,,,,,9,197,198,,,,,,,9,35,200,,,,,,,,,,,,,,,
307,43700.1,8,194,36,,,,,,,9,198,198,,,,,,,9,36,200,,,,,,,,,,,,,,,
308,43779.5,8,195,36,,,,,,,9,199,199,,,,,,,9,37,201,,,,,,,,,,,,,,,
309,43823.4,8,196,37,,,,,,,9,199,198,,,,,,,9,37,200,,,,,,,,,,,,,,,
310,43907.3,8,196,37,,,,,,,9,200,199,,,,,,,9,38,201,,,,,,,,,,,,,,,
311,44116.5,8,198,36,,,,,,,9,203,198,,,,,,,9,40,201,,,,,,,,,,,,,,,
312,44239.8,8,199,36,,,,,,,9,204,199,,,,,,,8,42,201,,,,,,,,,,,,,,,
313,44572.7,8,201,36,,,,,,,9,205,198,,,,,,,8,43,201,,,,,,,,,,,,,,,
314,44655.5,8,201,36,,,,,,,9,206,199,,,,,,,9,43,201,,,,,,,,,,,,,,,
315,44779.6,8,201,36,,,,,,,9,205,199,,,,,,,9,43,200,,,,,,,,,,,,,,,
316,44863.6,8,201,36,,,,,,,9,205,199,,,,,,,9,43,201,,,,,,,,,,,,,,,
317,44903.7,8,201,36,,,,,,,9,205,200,,,,,,,9,43,201,,,,,,,,,,,,,,,
318,45072.8,8,201,36,,,,,,,9,204,199,,,,,,,9,43,201,,,,,,,,,,,,,,,
319,45404.6,8,199,36,,,,,,,9,203,198,,,,,,,8,41,200,,,,,,,,,,,,,,,
320,45993.3,8,198,36,,,,,,,9,200,198,,,,,,,9,38,198,,,,,,,,,,,,,,,
321,46033.3,8,198,36,,,,,,,9,200,198,,,,,,,9,38,199,,,,,,,,,,,,,,,
322,46364.5,8,198,36,,,,,,,9,199,198,,,,,,,8,37,199,,,,,,,,,,,,,,,
323,46531.6,8,198,36,,,,,,,9,200,198,,,,,,,9,37,198,,,,,,,,,,,,,,,
324,47038.7,8,198,36,,,,,,,9,200,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
325,47155.5,8,198,36,,,,,,,9,201,198,,,,,,,9,38,199,,,,,,,,,,,,,,,
326,47280.7,8,198,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
327,47331.6,8,198,36,,,,,,,9,201,198,,,,,,,9,38,199,,,,,,,,,,,,,,,
328,47447.9,8,198,36,,,,,,,9,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
329,47488.0,8,198,36,,,,,,,9,200,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
330,47612.1,8,198,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
331,47904.8,8,198,36,,,,,,,8,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
332,48027.6,8,198,36,,,,,,,8,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
333,48240.6,8,198,36,,,,,,,8,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
334,48319.6,8,198,36,,,,,,,8,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
335,48572.4,8,198,36,,,,,,,9,200,198,,,,,,,9,38,199,,,,,,,,,,,,,,,
336,48736.8,8,198,36,,,,,,,8,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
337,48783.6,8,198,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
338,49028.8,8,198,36,,,,,,,9,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
339,49155.6,8,198,36,,,,,,,9,200,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
340,49235.6,8,198,36,,,,,,,9,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
341,49403.9,8,198,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
342,49528.1,8,198,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
343,49572.7,8,198,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
344,49655.4,8,198,36,,,,,,,9,201,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
345,49735.6,8,198,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
346,50072.6,8,198,36,,,,,,,8,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
347,50112.7,8,198,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
348,50320.6,8,198,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
349,50403.5,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
350,50487.5,8,199,36,,,,,,,9,201,199,,,,,,,9,39,200,,,,,,,,,,,,,,,
351,50652.2,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
352,50703.4,8,198,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
353,50735.9,8,199,36,,,,,,,9,202,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
354,50819.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
355,50903.9,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
356,50987.6,8,199,36,,,,,,,9,201,198,,,,,,,9,38,199,,,,,,,,,,,,,,,
357,51028.1,8,199,36,,,,,,,8,201,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
358,51071.9,8,198,36,,,,,,,8,201,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
359,51404.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
360,51572.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
361,51780.4,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
362,51823.4,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
363,51943.6,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
364,51988.2,8,199,36,,,,,,,9,201,199,,,,,,,8,39,198,,,,,,,,,,,,,,,
365,52028.0,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
366,52236.3,8,199,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
367,52488.7,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
368,52652.9,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
369,52820.8,8,199,36,,,,,,,9,201,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
370,52860.6,8,199,36,,,,,,,9,201,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
371,52943.5,8,199,36,,,,,,,9,201,198,,,,,,,9,38,199,,,,,,,,,,,,,,,
372,53152.9,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
373,53235.6,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
374,53360.2,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
375,53820.5,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
376,53988.5,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
377,54067.6,8,199,36,,,,,,,9,201,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
378,54111.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
379,54276.7,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
380,54403.5,8,199,36,,,,,,,9,202,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
381,54527.8,8,199,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
382,54568.2,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
383,54651.6,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
384,54775.8,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
385,54944.5,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
386,55067.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
387,55151.7,8,199,36,,,,,,,9,202,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
388,55195.4,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
389,55235.6,8,199,36,,,,,,,9,202,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
390,55319.8,8,199,36,,,,,,,9,202,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
391,55360.3,8,199,36,,,,,,,9,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
392,55443.6,8,199,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
393,55569.0,8,199,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
394,55736.9,8,199,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
395,55776.1,8,199,36,,,,,,,9,202,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
396,55819.9,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
397,56028.6,8,199,37,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
398,56360.6,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
399,56612.7,8,199,36,,,,,,,9,202,198,,,,,,,9,39,199,,,,,,,,,,,,,,,
400,56900.3,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
401,56983.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
402,57068.0,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
403,57276.9,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
404,57359.5,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
405,57652.7,8,199,36,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
406,58028.5,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
407,58070.2,8,199,36,,,,,,,9,201,198,,,,,,,9,40,199,,,,,,,,,,,,,,,
408,58151.6,8,199,37,,,,,,,9,201,198,,,,,,,8,39,199,,,,,,,,,,,,,,,
409,58276.7,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
410,58316.4,8,200,37,,,,,,,9,202,200,,,,,,,8,39,199,,,,,,,,,,,,,,,
411,58359.7,8,199,37,,,,,,,9,200,199,,,,,,,9,38,199,,,,,,,,,,,,,,,
412,58692.7,8,199,36,,,,,,,9,201,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
413,58775.6,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
414,58816.1,8,199,36,,,,,,,9,201,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
415,58944.5,8,199,36,,,,,,,9,201,198,,,,,,,9,39,198,,,,,,,,,,,,,,,
416,59236.6,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
417,59359.5,8,199,36,,,,,,,9,202,199,,,,,,,9,40,200,,,,,,,,,,,,,,,
418,59484.0,8,199,37,,,,,,,9,202,199,,,,,,,8,40,199,,,,,,,,,,,,,,,
419,59652.6,8,199,36,,,,,,,9,202,199,,,,,,,8,39,199,,,,,,,,,,,,,,,
420,59735.6,8,200,36,,,,,,,9,203,199,,,,,,,9,40,199,,,,,,,,,,,,,,,
421,59815.5,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
422,59859.6,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
423,60025.0,8,199,36,,,,,,,9,202,199,,,,,,,8,40,199,,,,,,,,,,,,,,,
424,60232.9,8,199,36,,,,,,,9,202,199,,,,,,,9,39,199,,,,,,,,,,,,,,,
425,60276.6,8,199,36,,,,,,,9,201,199,,,,,,,8,40,199,,,,,,,,,,,,,,,
426,60316.0,8,199,36,,,,,,,9,202,199,,,,,,,8,40,199,,,,,,,,,,,,,,,
427,60443.9,8,199,36,,,,,,,8,201,199,,,,,,,,,,,,,,,,,,,,,,,,
428,60483.8,8,199,36,,,,,,,9,202,199,,,,,,,,,,,,,,,,,,,,,,,,
429,60608.6,8,199,36,,,,,,,9,202,199,,,,,,,,,,,,,,,,,,,,,,,,
430,60817.2,7,223,50,,,,,,,7,236,214,,,,,,,,,,,,,,,,,,,,,,,,
431,60861.1,7,234,56,,,,,,,8,250,219,,,,,,,,,,,,,,,,,,,,,,,,
432,60943.5,7,256,67,,,,,,,9,282,230,,,,,,,,,,,,,,,,,,,,,,,,
433,61024.1,7,276,78,,,,,,,8,311,239,,,,,,,6,151,268,,,,,,,,,,,,,,,
434,61233.0,7,326,105,,,,,,,8,383,261,,,,,,,6,231,312,,,,,,,,,,,,,,,
435,61359.8,8,355,121,,,,,,,8,424,272,,,,,,,6,277,335,,,,,,,,,,,,,,,
436,61399.9,7,364,126,,,,,,,8,438,275,,,,,,,6,293,343,,,,,,,,,,,,,,,
437,61568.8,8,403,148,,,,,,,8,491,288,,,,,,,6,355,371,,,,,,,,,,,,,,,
438,61816.9,7,458,181,,,,,,,8,567,305,,,,,,,6,449,410,,,,,,,,,,,,,,,
439,61859.8,8,467,187,,,,,,,8,580,307,,,,,,,6,464,416,,,,,,,,,,,,,,,
440,62023.8,8,505,211,,,,,,,9,629,318,,,,,,,5,526,439,,,,,,,,,,,,,,,
441,62316.7,7,572,257,,,,,,,9,714,337,,,,,,,5,636,476,,,,,,,,,,,,,,,
442,62360.0,7,582,264,,,,,,,8,726,340,,,,,,,6,650,481,,,,,,,,,,,,,,,
443,62567.9,7,632,300,,,,,,,9,785,355,,,,,,,,,,,,,,,,,,,,,,,,
444,62647.7,7,654,316,,,,,,,9,811,362,,,,,,,,,,,,,,,,,,,,,,,,
445,62941.0,7,732,375,,,,,,,8,896,391,,,,,,,,,,,,,,,,,,,,,,,,
446,63192.7,6,808,432,,,,,,,9,973,422,,,,,,,,,,,,,,,,,,,,,,,,
447,63356.9,8,818,445,,,,,,,9,984,441,,,,,,,7,988,603,,,,,,,,,,,,,,,
448,63403.4,8,815,450,,,,,,,9,980,442,,,,,,,6,987,604,,,,,,,,,,,,,,,
449,63479.8,8,810,461,,,,,,,9,974,447,,,,,,,6,988,608,,,,,,,,,,,,,,,
450,63523.6,8,808,467,,,,,,,9,972,449,,,,,,,6,989,609,,,,,,,,,,,,,,,
451,63647.8,8,802,483,,,,,,,9,965,458,,,,,,,6,990,618,,,,,,,,,,,,,,,
452,63772.1,8,796,498,,,,,,,9,958,468,,,,,,,5,989,627,,,,,,,,,,,,,,,
453,63816.7,8,795,504,,,,,,,9,957,472,,,,,,,,,,,,,,,,,,,,,,,,
454,64068.9,8,789,537,,,,,,,9,949,499,,,,,,,,,,,,,,,,,,,,,,,,
455,64357.0,8,787,577,,,,,,,9,947,536,,,,,,,,,,,,,,,,,,,,,,,,
456,64400.6,8,787,583,,,,,,,9,948,542,,,,,,,,,,,,,,,,,,,,,,,,
457,64608.7,7,790,613,,,,,,,8,950,575,,,,,,,,,,,,,,,,,,,,,,,,
458,65237.1,7,815,713,,,,,,,7,981,701,,,,,,,5,995,864,,,,,,,,,,,,,,,
459,65355.7,7,824,735,,,,,,,7,990,732,,,,,,,6,995,896,,,,,,,,,,,,,,,
460,65733.0,7,819,822,,,,,,,8,984,812,,,,,,,6,995,976,,,,,,,,,,,,,,,
461,65855.6,8,828,833,,,,,,,9,992,836,,,,,,,8,989,1000,,,,,,,,,,,,,,,
462,65896.1,8,828,831,,,,,,,9,993,832,,,,,,,7,994,994,,,,,,,,,,,,,,,
463,65979.7,8,829,826,,,,,,,9,994,829,,,,,,,7,992,991,,,,,,,,,,,,,,,
464,66063.7,8,827,821,,,,,,,9,993,827,,,,,,,7,987,990,,,,,,,,,,,,,,,
465,66609.4,8,828,819,,,,,,,9,993,837,,,,,,,8,975,1000,,,,,,,,,,,,,,,
466,66772.8,8,823,827,,,,,,,9,989,835,,,,,,,8,981,998,,,,,,,,,,,,,,,
467,66824.8,8,823,828,,,,,,,9,988,833,,,,,,,8,983,997,,,,,,,,,,,,,,,
468,66861.9,8,822,831,,,,,,,9,987,832,,,,,,,8,986,996,,,,,,,,,,,,,,,
469,66980.6,8,820,833,,,,,,,9,985,828,,,,,,,8,989,991,,,,,,,,,,,,,,,
470,67232.9,7,784,816,,,,,,,8,948,790,,,,,,,6,973,951,,,,,,,,,,,,,,,
471,67356.1,6,741,826,,,,,,,,,,,,,,,,5,950,928,,,,,,,,,,,,,,,
472,67439.6,7,716,839,,,,,,,7,863,766,,,,,,,6,936,913,,,,,,,,,,,,,,,
473,67480.3,8,709,847,,,,,,,8,851,765,,,,,,,7,933,908,,,,,,,,,,,,,,,
474,67604.5,7,687,852,,,,,,,7,821,757,,,,,,,5,915,891,,,,,,,,,,,,,,,
475,67771.9,8,654,867,,,,,,,8,765,746,,,,,,,6,885,860,,,,,,,,,,,,,,,
476,67820.0,8,650,870,,,,,,,9,757,745,,,,,,,7,880,856,,,,,,,,,,,,,,,
477,67980.9,7,662,846,,,,,,,6,794,750,,,,,,,,,,,,,,,,,,,,,,,,
478,68107.5,7,689,816,,,,,,,6,847,769,,,,,,,,,,,,,,,,,,,,,,,,
479,68151.4,8,697,810,,,,,,,7,859,779,,,,,,,5,890,940,,,,,,,,,,,,,,,
480,68231.6,8,703,802,,,,,,,8,867,790,,,,,,,8,880,953,,,,,,,,,,,,,,,
481,68271.9,8,698,802,,,,,,,8,863,786,,,,,,,6,880,949,,,,,,,,,,,,,,,
482,68312.5,7,687,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,68395.6,6,656,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,68480.1,7,648,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,68647.7,,,,,,,,,,8,648,700,,,,,,,,,,,,,,,,,,,,,,,,
487,68688.0,,,,,,,,,,8,648,713,,,,,,,,,,,,,,,,,,,,,,,,
491,69231.6,5,721,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,69315.5,7,686,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,69395.7,6,685,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,69524.2,,,,,,,,,,8,714,271,,,,,,,,,,,,,,,,,,,,,,,,
495,69813.0,,,,,,,,,,,,,,,,,,,6,730,189,,,,,,,,,,,,,,,
498,70104.9,5,963,87,,,,,,,8,960,251,,,,,,,8,798,246,,,,,,,,,,,,,,,
499,70148.0,5,976,104,,,,,,,8,961,268,,,,,,,8,800,250,,,,,,,,,,,,,,,
500,70189.9,8,986,120,,,,,,,9,963,281,,,,,,,7,803,256,,,,,,,,,,,,,,,
501,70231.9,8,982,122,,,,,,,9,967,284,,,,,,,6,805,269,,,,,,,,,,,,,,,
502,70271.8,8,975,123,,,,,,,9,972,286,,,,,,,6,811,284,,,,,,,,,,,,,,,
503,70396.0,8,954,133,,,,,,,9,987,292,,,,,,,6,827,324,,,,,,,,,,,,,,,
504,70479.7,8,937,142,,,,,,,9,985,298,,,,,,,7,829,345,,,,,,,,,,,,,,,
505,70520.0,8,928,147,,,,,,,9,982,300,,,,,,,7,828,354,,,,,,,,,,,,,,,
506,70812.9,7,864,190,,,,,,,9,960,321,,,,,,,7,828,417,,,,,,,,,,,,,,,
507,70895.6,7,846,204,,,,,,,9,953,327,,,,,,,7,830,433,,,,,,,,,,,,,,,
508,71020.2,7,820,230,,,,,,,9,943,339,,,,,,,7,833,459,,,,,,,,,,,,,,,
509,71232.7,7,780,277,,,,,,,10,922,357,,,,,,,7,841,497,,,,,,,,,,,,,,,
510,71311.8,7,766,298,,,,,,,9,915,367,,,,,,,7,845,513,,,,,,,,,,,,,,,
511,71356.5,7,759,310,,,,,,,9,911,372,,,,,,,7,847,521,,,,,,,,,,,,,,,
512,72153.0,6,678,564,,,,,,,8,829,503,,,,,,,,,,,,,,,,,,,,,,,,
513,72227.7,6,676,598,,,,,,,8,822,524,,,,,,,,,,,,,,,,,,,,,,,,
514,72440.0,6,678,681,,,,,,,8,805,580,,,,,,,,,,,,,,,,,,,,,,,,
515,72481.0,5,680,699,,,,,,,7,802,592,,,,,,,,,,,,,,,,,,,,,,,,
516,72521.2,5,681,716,,,,,,,7,800,604,,,,,,,,,,,,,,,,,,,,,,,,
517,72644.3,5,689,772,,,,,,,7,792,645,,,,,,,,,,,,,,,,,,,,,,,,
518,72896.6,5,715,888,,,,,,,7,786,738,,,,,,,,,,,,,,,,,,,,,,,,
519,73148.7,7,754,975,,,,,,,9,756,807,,,,,,,5,919,815,,,,,,,,,,,,,,,
520,73521.4,8,794,981,,,,,,,9,727,827,,,,,,,5,877,765,,,,,,,,,,,,,,,
